Institution,order,metrics,id_downloaded,link,type,name,uri,countryCode,region,sector,id,country,book_downloaded_2012,book_downloaded_2013,book_downloaded_2014,book_downloaded_2015,book_downloaded_2016,patent_downloaded_2012,patent_downloaded_2013,patent_downloaded_2014,patent_downloaded_2015,patent_downloaded_2016
Connolly Hospital Blanchardstown,6082,,,,,,,,,,,,,,1.0,1.0,,,,,,
UNIVERSIDAD ALBERTO HURTADO,6083,,,,,,,,,,,,,,1.0,1.0,,,,,,
Cray Inc,6084,,,,,,,,,,,,,,1.0,1.0,,,,,,
Universidad de Carabobo,6085,,,,,,,,,,,,,,1.0,1.0,,,,,,
Masr University for Science and Technology,6086,,,,,,,,,,,,,,1.0,1.0,,,,,,
RAS - Institute of Astronomy,6087,,,,,,,,,,,,,,1.0,1.0,,,,,,
Grunenthal GmbH,6088,,,,,,,,,,,,,,1.0,1.0,,,,,,
China Ship Scientific Research Center,6089,,,,,,,,,,,,,,1.0,1.0,,,,,,
Hospital de Leon,6090,,,,,,,,,,,,,,1.0,1.0,,,,,,
BioMarin Pharmaceutical Inc.,6091,,,,,,,,,,,,,,1.0,1.0,,,,,,
National Cancer Institute Thailand,6092,,,,,,,,,,,,,,1.0,1.0,,,,,,
Institute of Physics Zagreb,6093,,,,,,,,,,,,,,1.0,1.0,,,,,,
Bankstown-Lidcombe Hospital,6094,,,,,,,,,,,,,,1.0,1.0,,,,,,
UNIVERSIDAD ARTURO PRAT,6095,,,,,,,,,,,,,,1.0,1.0,,,,,,
Maersk Oil,6096,,,,,,,,,,,,,,1.0,1.0,,,,,,
Osservatorio Astronomico di Torino,6097,,,,,,,,,,,,,,1.0,1.0,,,,,,
Russian State Hydrometeorological University,6098,,,,,,,,,,,,,,1.0,1.0,,,,,,
Nikon Corporation,6099,,,,,,,,,,,,,,1.0,1.0,,,,,,
Gustavus Adolphus College,6100,,,,,,,,,,,,,,1.0,1.0,,,,,,
"Evotec, AG",6101,,,,,,,,,,,,,,1.0,1.0,,,,,,
Southend University Hospital NHS Foundation Trust,6102,,,,,,,,,,,,,,1.0,1.0,,,,,,
Akamai Technologies,6103,,,,,,,,,,,,,,1.0,1.0,,,,,,
Kyungwon University,6104,,,,,,,,,,,,,,1.0,1.0,,,,,,
Institute of Bioorganic Chemistry and Petrochemistry of National Academy of Sciences of Ukraine,6105,,,,,,,,,,,,,,1.0,1.0,,,,,,
Manor Hospital,6106,,,,,,,,,,,,,,1.0,1.0,,,,,,
Hospital de Cancer de Barretos,6107,,,,,,,,,,,,,,1.0,1.0,,,,,,
Centro de Investigacion en Quimica Aplicada,6108,,,,,,,,,,,,,,1.0,1.0,,,,,,
"Advanced Semiconductor Engineering, Inc.",6109,,,,,,,,,,,,,,1.0,1.0,,,,,,
Centre for DNA Fingerprinting and Diagnostics,6110,,,,,,,,,,,,,,1.0,1.0,,,,,,
Fundacao Universidade Federal de Rondonia,6111,,,,,,,,,,,,,,1.0,1.0,,,,,,
Centre Universitaire Larbi Ben M'hidi d'Oum El Bouaghi,6112,,,,,,,,,,,,,,1.0,1.0,,,,,,
Chukyo University,6113,,,,,,,,,,,,,,1.0,1.0,,,,,,
Cerner Corporation,6114,,1.0,https://api.elsevier.com/metrics/institution/707704,application/json,Cerner Corporation,Institution/707704,usa,NAM,corporate,707704.0,United States,,,1.0,1.0,,,,,,
University of Wales Trinity Saint David,6115,,,,,,,,,,,,,,1.0,1.0,,,,,,
SNCF,6116,,,,,,,,,,,,,,1.0,1.0,,,,,,
Centro de Investigaci?n y Asistencia en Tecnologia y Diseno del Estado de Jalisco,6117,,,,,,,,,,,,,,1.0,1.0,,,,,,
Savannah River Ecology Laboratory,6118,,,,,,,,,,,,,,1.0,1.0,,,,,,
PepsiCo,6119,,,,,,,,,,,,,,1.0,1.0,,,,,,
California State University Monterey Bay,6120,,,,,,,,,,,,,,1.0,1.0,,,,,,
Hille Yaffe Medical Center Israel,6121,,,,,,,,,,,,,,1.0,1.0,,,,,,
Egyptian Ministry of Agriculture,6122,,,,,,,,,,,,,,1.0,1.0,,,,,,
Hopital Bellevue CHU de Saint-Etienne,6123,,,,,,,,,,,,,,1.0,1.0,,,,,,
Niigata University of Pharmacy and Applied Life Sciences,6124,,1.0,https://api.elsevier.com/metrics/institution/208282,application/json,Niigata University of Pharmacy and Applied Life Sciences,Institution/208282,jpn,APAC,academic,208282.0,Japan,,,1.0,1.0,,,,,,
Centre Hospitalier Universitaire de Fort de France,6125,,,,,,,,,,,,,,1.0,1.0,,,,,,
Ashkelon Academic College,6126,,,,,,,,,,,,,,1.0,1.0,,,,,,
Istanbul Kultur University,6127,,,,,,,,,,,,,,1.0,1.0,,,,,,
"Bangladesh Institute of Research and Rehabilitation in Diabetes, Endocrine and Metabolic Disorders",6128,,,,,,,,,,,,,,1.0,1.0,,,,,,
Universidad Pedagogica y Tecnologica de Colombia,6129,,,,,,,,,,,,,,1.0,1.0,,,,,,
St. Lawrence University,6130,,,,,,,,,,,,,,1.0,1.0,,,,,,
Max-Planck-Institut fur Gesellschaftsforschung,6131,,,,,,,,,,,,,,1.0,1.0,,,,,,
CANMET Energy Technology Center,6132,,,,,,,,,,,,,,1.0,1.0,,,,,,
Erzurum Teknik University,6133,,,,,,,,,,,,,,1.0,1.0,,,,,,
DONG Energy AS,6134,,,,,,,,,,,,,,1.0,1.0,,,,,,
Public Works Research Institute,6135,,,,,,,,,,,,,,1.0,1.0,,,,,,
Bilecik Seyh Edebali University,6136,,,,,,,,,,,,,,1.0,1.0,,,,,,
Universidad Autonoma de Bucaramanga,6137,,,,,,,,,,,,,,1.0,1.0,,,,,,
Clinique de Genolier,6138,,,,,,,,,,,,,,1.0,1.0,,,,,,
Delta State University Nigeria,6139,,,,,,,,,,,,,,1.0,1.0,,,,,,
Wuhan Iron and Steel (Group) Co.,6141,,,,,,,,,,,,,,1.0,1.0,,,,,,
Fonterra Co-operative Group,6142,,,,,,,,,,,,,,1.0,1.0,,,,,,
Institute for Defense Analyses,6143,,,,,,,,,,,,,,1.0,1.0,,,,,,
China Telecommunications,6144,,,,,,,,,,,,,,1.0,1.0,,,,,,
"Universidad Santo Tomas, Santiago",6145,,,,,,,,,,,,,,1.0,1.0,,,,,,
LDS Hospital,6146,,,,,,,,,,,,,,1.0,1.0,,,,,,
"St. Jude Medical, Inc. Sylmar",6147,,,,,,,,,,,,,,1.0,1.0,,,,,,
Stord/Haugesund University College,6148,,,,,,,,,,,,,,-1.0,-1.0,,,,,,
"Institute of Nuclear Science and Technology, Atomic Energy Research Establishment",6149,,,,,,,,,,,,,,1.0,1.0,,,,,,
Togliatti State University,6150,,,,,,,,,,,,,,1.0,1.0,,,,,,
Palladin Institute of Biochemistry of the National Academy of Sciences of Ukraine,6151,,,,,,,,,,,,,,1.0,1.0,,,,,,
Nottinghamshire Healthcare NHS Trust,6152,,,,,,,,,,,,,,1.0,1.0,,,,,,
Universite Abdou Moumouni,6153,,,,,,,,,,,,,,1.0,1.0,,,,,,
Institute of Surface Chemistry National Academy of Sciences in Ukraine,6154,,1.0,https://api.elsevier.com/metrics/institution/703855,application/json,Institute of Surface Chemistry National Academy of Sciences in Ukraine,Institution/703855,ukr,EUR,academic,703855.0,Ukraine,,,1.0,1.0,,,,,,
UNIVERSIDAD CENTRAL DE CHILE,6155,,,,,,,,,,,,,,1.0,1.0,,,,,,
East Lancashire Hospitals NHS Trust,6156,,,,,,,,,,,,,,1.0,1.0,,,,,,
Institute of Medical and Veterinary Science Australia,6157,,,,,,,,,,,,,,1.0,1.0,,,,,,
ON Semiconductor Corporation,6158,,,,,,,,,,,,,,1.0,1.0,,,,,,
Second Artillery Engineering College Xi An,6159,,,,,,,,,,,,,,1.0,1.0,,,,,,
Center for Clinical and Basic Research AS,6160,,,,,,,,,,,,,,1.0,1.0,,,,,,
China Academy of Railway Sciences,6161,,,,,,,,,,,,,,1.0,1.0,,,,,,
Eaton Corporation,6162,,,,,,,,,,,,,,1.0,1.0,,,,,,
Universitas Islam Indonesia,6163,,,,,,,,,,,,,,1.0,1.0,,,,,,
Pontificia Universidade Catolica de Goias,6164,,,,,,,,,,,,,,1.0,1.0,,,,,,
Universite de Ouargla,6165,,,,,,,,,,,,,,1.0,1.0,,,,,,
Health and Safety Laboratory,6166,,,,,,,,,,,,,,1.0,1.0,,,,,,
Centro de Investigacion y Desarrollo Tecnologico en Electroquimica,6167,,,,,,,,,,,,,,1.0,1.0,,,,,,
Mater Private Hospital-Brisbane,6168,,,,,,,,,,,,,,1.0,1.0,,,,,,
Universidade de Santa Cruz do Sul,6169,,,,,,,,,,,,,,1.0,1.0,,,,,,
Fundacion Cardioinfantil - Instituto de Cardiologia,6170,,,,,,,,,,,,,,1.0,1.0,,,,,,
Miltenyi Biotec,6171,,,,,,,,,,,,,,1.0,1.0,,,,,,
Thaksin University,6172,,,,,,,,,,,,,,1.0,1.0,,,,,,
Universidade do Sagrado Coracao,6173,,,,,,,,,,,,,,1.0,1.0,,,,,,
UNIVERSIDAD MAYOR DE CHILE,6174,,,,,,,,,,,,,,1.0,1.0,,,,,,
Daugavpils University,6175,,,,,,,,,,,,,,1.0,1.0,,,,,,
Ishikawa Central Prefectural Hospital,6176,,,,,,,,,,,,,,1.0,1.0,,,,,,
West Suffolk Hospital NHS Trust,6177,,,,,,,,,,,,,,1.0,1.0,,,,,,
EMBRAER,6178,,,,,,,,,,,,,,1.0,1.0,,,,,,
Royal Liverpool Children's Hospital,6179,,,,,,,,,,,,,,1.0,1.0,,,,,,
West Middlesex University Hospital,6180,,1.0,https://api.elsevier.com/metrics/institution/701831,application/json,West Middlesex University Hospital,Institution/701831,gbr,EUR,medical,701831.0,United Kingdom,,,1.0,1.0,,,,,,
Schlumberger Cambridge Research,6181,,,,,,,,,,,,,,1.0,1.0,,,,,,
CRM - Centre for Mathematical Research,6182,,,,,,,,,,,,,,1.0,1.0,,,,,,
Institut Agronomique et V?t?rinaire Hassan II,6183,,,,,,,,,,,,,,1.0,1.0,,,,,,
Government Medical College Srinagar,6184,,,,,,,,,,,,,,1.0,1.0,,,,,,
M.G. Kholodny Institute of Botany,6185,,,,,,,,,,,,,,1.0,1.0,,,,,,
Istanbul Ticaret University,6186,,,,,,,,,,,,,,1.0,1.0,,,,,,
Uluslararasi Antalya Universitesi,6187,,,,,,,,,,,,,,1.0,1.0,,,,,,
Osaka Sangyo University,6188,,,,,,,,,,,,,,1.0,1.0,,,,,,
L'Unite de Developpement de la Technologie du Silicium,6189,,,,,,,,,,,,,,1.0,1.0,,,,,,
Zaozhuang University,6190,,,,,,,,,,,,,,1.0,1.0,,,,,,
Mindanao State University,6191,,,,,,,,,,,,,,1.0,1.0,,,,,,
Bang & Olufsen A/S,6192,,,,,,,,,,,,,,-1.0,-1.0,,,,,,
Niigata Institute of Technology,6193,,,,,,,,,,,,,,1.0,1.0,,,,,,
"Center of Nuclear Technology Development, Belo Horizonte",6194,,,,,,,,,,,,,,1.0,1.0,,,,,,
Ministero della Salute,6195,,,,,,,,,,,,,,1.0,1.0,,,,,,
Blackpool Victoria Hospital,6196,,,,,,,,,,,,,,1.0,1.0,,,,,,
Universidad Cientifica del Sur,6198,,,,,,,,,,,,,,1.0,1.0,,,,,,
Kettering General Hospital,6199,,,,,,,,,,,,,,1.0,1.0,,,,,,
SNC-Lavalin Group,6200,,,,,,,,,,,,,,1.0,1.0,,,,,,
Kintampo Health Research Centre,6201,,,,,,,,,,,,,,1.0,1.0,,,,,,
Jining Medical College,6202,,,,,,,,,,,,,,1.0,1.0,,,,,,
Isaac Newton Group of Telescopes,6203,,,,,,,,,,,,,,1.0,1.0,,,,,,
Herzen Russian State Pedagogical University,6204,,,,,,,,,,,,,,1.0,1.0,,,,,,
Instituto Nacional de Perinatologia,6205,,,,,,,,,,,,,,1.0,1.0,,,,,,
Universidade de Ribeirao Preto,6206,,,,,,,,,,,,,,1.0,1.0,,,,,,
Escuela Nacional de Salud Publica,6207,,,,,,,,,,,,,,1.0,1.0,,,,,,
Kazakh National Technical University,6208,,,,,,,,,,,,,,1.0,1.0,,,,,,
Universidad Nacional Agraria La Molina,6209,,,,,,,,,,,,,,1.0,1.0,,,,,,
RAS - Pavlov Institute of Physiology,6210,,,,,,,,,,,,,,1.0,1.0,,,,,,
National College of Ireland,6211,,,,,,,,,,,,,,1.0,1.0,,,,,,
University of Economics in Bratislava,6212,,,,,,,,,,,,,,1.0,1.0,,,,,,
Tamil Nadu Veterinary and Animal Sciences University,6214,,,,,,,,,,,,,,1.0,1.0,,,,,,
Voronezh State Technical University,6215,,,,,,,,,,,,,,1.0,1.0,,,,,,
Israel Electric Corporation Ltd.,6216,,,,,,,,,,,,,,1.0,1.0,,,,,,
FAW Group Corporation,6217,,,,,,,,,,,,,,1.0,1.0,,,,,,
Federal State Unitary Enterprise,6218,,,,,,,,,,,,,,1.0,1.0,,,,,,
University of Suffolk,6219,,,,,,,,,,,,,,1.0,1.0,,,,,,
Baptist Hospital Miami,6220,,,,,,,,,,,,,,1.0,1.0,,,,,,
North Middlesex Hospital,6221,,,,,,,,,,,,,,1.0,1.0,,,,,,
Tripura University,6222,,,,,,,,,,,,,,1.0,1.0,,,,,,
Meisei University,6223,,,,,,,,,,,,,,1.0,1.0,,,,,,
North China Institute of Science and Technology,6224,,,,,,,,,,,,,,1.0,1.0,,,,,,
Natick Soldier Center,6225,,,,,,,,,,,,,,1.0,1.0,,,,,,
Instituto Biologico - Sao Paulo,6226,,,,,,,,,,,,,,1.0,1.0,,,,,,
AU Optronics Taiwan,6227,,,,,,,,,,,,,,1.0,1.0,,,,,,
National Institute of Oceanography and Fisheries,6228,,1.0,https://api.elsevier.com/metrics/institution/701022,application/json,National Institute of Oceanography and Fisheries,Institution/701022,egy,AFR,government,701022.0,Egypt,,,1.0,1.0,,,,,,
Assuta Medical Center,6229,,,,,,,,,,,,,,1.0,1.0,,,,,,
Symantec Corporation,6231,,,,,,,,,,,,,,1.0,1.0,,,,,,
Hochschule Emden/Leer ? University of Applied Sciences Emden/Leer,6232,,,,,,,,,,,,,,-1.0,-1.0,,,,,,
Hastings Center,6233,,,,,,,,,,,,,,1.0,1.0,,,,,,
Epsom and St. Helier University Hospitals NHS trust,6234,,,,,,,,,,,,,,1.0,1.0,,,,,,
"Taisho Pharmaceutical Co., Ltd.",6235,,,,,,,,,,,,,,1.0,1.0,,,,,,
Firmenich SA,6236,,,,,,,,,,,,,,1.0,1.0,,,,,,
Instituto Agronomico do Parana,6237,,,,,,,,,,,,,,1.0,1.0,,,,,,
MAN Diesel and Turbo,6238,,,,,,,,,,,,,,1.0,1.0,,,,,,
Schering-Plough Biopharma,6239,,,,,,,,,,,,,,1.0,1.0,,,,,,
Kanto Gakuin University,6240,,,,,,,,,,,,,,1.0,1.0,,,,,,
BIAS - Bremer Institut fur angewandte Strahltechnik GmbH,6241,,,,,,,,,,,,,,1.0,1.0,,,,,,
National University of Laos,6242,,,,,,,,,,,,,,1.0,1.0,,,,,,
Ramkhamhaeng University,6244,,,,,,,,,,,,,,1.0,1.0,,,,,,
Fraunhofer Institute for Silicate Research,6245,,,,,,,,,,,,,,1.0,1.0,,,,,,
Dolby Laboratories,6246,,,,,,,,,,,,,,1.0,1.0,,,,,,
Kilis 7 Aralik University,6247,,,,,,,,,,,,,,1.0,1.0,,,,,,
"Netflix, Inc.",6248,,,,,,,,,,,,,,1.0,1.0,,,,,,
Radcliffe Infirmary,6249,,,,,,,,,,,,,,1.0,1.0,,,,,,
Troitsk Institute for Innovation and Fusion Research,6250,,,,,,,,,,,,,,1.0,1.0,,,,,,
National Jewish Medical and Research Center,6251,,,,,,,,,,,,,,1.0,1.0,,,,,,
Dorset County Hospital,6252,,,,,,,,,,,,,,1.0,1.0,,,,,,
Mallinckrodt Inc,6253,,,,,,,,,,,,,,1.0,1.0,,,,,,
Beijing Institute of Fashion Technology,6254,,,,,,,,,,,,,,1.0,1.0,,,,,,
Alexander Dubcek University of Trencin,6255,,,,,,,,,,,,,,1.0,1.0,,,,,,
California State University East Bay,6256,,,,,,,,,,,,,,1.0,1.0,,,,,,
Beijing Wuzi University,6257,,,,,,,,,,,,,,1.0,1.0,,,,,,
Lexicon Genetics Incorporated,6258,,,,,,,,,,,,,,1.0,1.0,,,,,,
Yeshwantrao Chavan College of Engineering,6259,,,,,,,,,,,,,,1.0,1.0,,,,,,
Institute of Applied Mathematics and Mechanics of NASU,6260,,,,,,,,,,,,,,1.0,1.0,,,,,,
Institut Pasteur du Maroc,6261,,,,,,,,,,,,,,1.0,1.0,,,,,,
St. Luke's Medical Center Quezon City,6262,,,,,,,,,,,,,,1.0,1.0,,,,,,
Royal Glamorgan Hospital,6263,,,,,,,,,,,,,,1.0,1.0,,,,,,
Mus Alparslan University,6264,,,,,,,,,,,,,,1.0,1.0,,,,,,
IBM China Research Laboratory,6265,,1.0,https://api.elsevier.com/metrics/institution/203371,application/json,IBM China Research Laboratory,Institution/203371,chn,APAC,corporate,203371.0,China,,,1.0,1.0,,,,,,
Hochschule fur angewandte Wissenschaften Ingolstadt - University of Applied Sciences Ingolstadt,6266,,,,,,,,,,,,,,1.0,1.0,,,,,,
Ministry of Education and Science of the Republic of Kazakhstan,6267,,,,,,,,,,,,,,1.0,1.0,,,,,,
Centro Universitario Franciscano,6268,,,,,,,,,,,,,,1.0,1.0,,,,,,
Hochschule Esslingen - University of Applied Sciences Esslingen,6269,,,,,,,,,,,,,,1.0,1.0,,,,,,
Henkel KGaA,6270,,,,,,,,,,,,,,1.0,1.0,,,,,,
Whittington Hospital,6271,,,,,,,,,,,,,,1.0,1.0,,,,,,
The Citadel - The Military College of South Carolina,6272,,,,,,,,,,,,,,1.0,1.0,,,,,,
Military Technical Academy,6273,,,,,,,,,,,,,,1.0,1.0,,,,,,
Beijing Union Medical College,6274,,,,,,,,,,,,,,1.0,1.0,,,,,,
PTT,6275,,,,,,,,,,,,,,1.0,1.0,,,,,,
ENITA Ecole Nationale d'lngenieurs des Travaux Agricoles de Bordeaux,6276,,,,,,,,,,,,,,1.0,1.0,,,,,,
Nihon Fukushi University,6277,,,,,,,,,,,,,,1.0,1.0,,,,,,
ENIT Ecole Nationale d Ingenieurs de Tarbes,6278,,,,,,,,,,,,,,1.0,1.0,,,,,,
Dharmsinh Desai University,6279,,,,,,,,,,,,,,1.0,1.0,,,,,,
VINCI,6280,,,,,,,,,,,,,,1.0,1.0,,,,,,
Institute of Radio Astronomy National Academy of Sciences of Ukraine,6281,,,,,,,,,,,,,,1.0,1.0,,,,,,
Chitose Institute of Science and Technology,6282,,,,,,,,,,,,,,1.0,1.0,,,,,,
Ohu University,6283,,,,,,,,,,,,,,1.0,1.0,,,,,,
Ministerio de Salud Lima,6284,,,,,,,,,,,,,,1.0,1.0,,,,,,
NWFP Agricultural University,6285,,,,,,,,,,,,,,1.0,1.0,,,,,,
University of Dubrovnik,6286,,,,,,,,,,,,,,1.0,1.0,,,,,,
Fasa University of Medical Sciences,6287,,,,,,,,,,,,,,1.0,1.0,,,,,,
"Universidad de La Salle, Bogota",6288,,,,,,,,,,,,,,1.0,1.0,,,,,,
Rio Tinto,6289,,,,,,,,,,,,,,1.0,1.0,,,,,,
Fukui Prefectural University,6290,,,,,,,,,,,,,,1.0,1.0,,,,,,
Varian Medical Systems,6291,,,,,,,,,,,,,,1.0,1.0,,,,,,
Beiersdorf AG,6292,,,,,,,,,,,,,,1.0,1.0,,,,,,
Orissa University of Agriculture and Technology,6293,,,,,,,,,,,,,,1.0,1.0,,,,,,
Central University of Gujarat,6294,,,,,,,,,,,,,,1.0,1.0,,,,,,
Caterpillar Inc.,6295,,,,,,,,,,,,,,1.0,1.0,,,,,,
Lithuanian University of Health Sciences,6296,,,,,,,,,,,,,,1.0,1.0,,,,,,
Universidad Nacional de San Antonio Abad del Cusco,6297,,,,,,,,,,,,,,1.0,1.0,,,,,,
RAS - Institute of Gene Biology,6298,,1.0,https://api.elsevier.com/metrics/institution/331059,application/json,RAS - Institute of Gene Biology,Institution/331059,rus,EUR,academic,331059.0,Russian Federation,,,1.0,1.0,,,,,,
Empresa de Pesquisa Agropecuaria de Minas Gerais,6299,,,,,,,,,,,,,,1.0,1.0,,,,,,
Universidade de Mogi das Cruzes,6300,,,,,,,,,,,,,,1.0,1.0,,,,,,
Instituto del Mar del Peru,6301,,,,,,,,,,,,,,1.0,1.0,,,,,,
Genus plc,6302,,,,,,,,,,,,,,1.0,1.0,,,,,,
Kostroma State Technological University,6304,,,,,,,,,,,,,,1.0,1.0,,,,,,
Gulf University for Science and Technology,6305,,,,,,,,,,,,,,1.0,1.0,,,,,,
IDF- Israel Defense Forces,6306,,,,,,,,,,,,,,1.0,1.0,,,,,,
Fraunhofer Institute for Wood Research - Wilhelm Klauditz Institute,6307,,,,,,,,,,,,,,1.0,1.0,,,,,,
Universidad de Medellin,6308,,,,,,,,,,,,,,1.0,1.0,,,,,,
Assam Agricultural University India,6309,,,,,,,,,,,,,,1.0,1.0,,,,,,
Azim Premji University,6310,,,,,,,,,,,,,,1.0,1.0,,,,,,
Fulbourn Hospital,6311,,,,,,,,,,,,,,1.0,1.0,,,,,,
Juniata College,6312,,,,,,,,,,,,,,1.0,1.0,,,,,,
"Animal Science Research Institute, Iran",6313,,,,,,,,,,,,,,1.0,1.0,,,,,,
Sarawak General Hospital,6314,,,,,,,,,,,,,,1.0,1.0,,,,,,
Fachhochschule Worms - University of Applied Sciences Worms,6315,,,,,,,,,,,,,,1.0,1.0,,,,,,
Industrial University of Ho Chi Minh City,6316,,,,,,,,,,,,,,1.0,1.0,,,,,,
Alenia Spazio,6317,,,,,,,,,,,,,,1.0,1.0,,,,,,
Manipur University,6318,,,,,,,,,,,,,,1.0,1.0,,,,,,
Clinique Veterinaire,6319,,,,,,,,,,,,,,1.0,1.0,,,,,,
L.V.Pisarzhevskii Institute of Physical Chemistry of National Academy of Sciences of the Ukraine,6320,,,,,,,,,,,,,,1.0,1.0,,,,,,
Southeast Missouri State University,6321,,1.0,https://api.elsevier.com/metrics/institution/704954,application/json,Southeast Missouri State University,Institution/704954,usa,NAM,academic,704954.0,United States,,,1.0,1.0,,,,,,
Institute for Condensed Matter Physics Nasu,6322,,,,,,,,,,,,,,1.0,1.0,,,,,,
Akzo Nobel,6323,,,,,,,,,,,,,,1.0,1.0,,,,,,
Adana Science and Technology University,6324,,,,,,,,,,,,,,1.0,1.0,,,,,,
Institute for Applied Problems in Mechanics and Mathematics(IAPMM),6325,,,,,,,,,,,,,,1.0,1.0,,,,,,
Wansbeck General Hospital,6326,,,,,,,,,,,,,,1.0,1.0,,,,,,
Saitama Institute of Technology,6327,,,,,,,,,,,,,,1.0,1.0,,,,,,
Royal Bolton Hospital,6328,,,,,,,,,,,,,,1.0,1.0,,,,,,
National Defense University,6329,,,,,,,,,,,,,,1.0,1.0,,,,,,
Arthritis Research Center Foundation,6330,,,,,,,,,,,,,,1.0,1.0,,,,,,
Hochschule Mittweida ? University of Applied Sciences Mittweida,6331,,,,,,,,,,,,,,1.0,1.0,,,,,,
Siyami Ersek Thoracic and Cardiovascular Surgery Center,6332,,,,,,,,,,,,,,1.0,1.0,,,,,,
Vikram University India,6333,,,,,,,,,,,,,,1.0,1.0,,,,,,
Meliksah Universitesi,6334,,,,,,,,,,,,,,1.0,1.0,,,,,,
Infectious Diseases Research Collaboration,6335,,,,,,,,,,,,,,1.0,1.0,,,,,,
Ecole Nationale Veterinaire de Nantes,6336,,,,,,,,,,,,,,1.0,1.0,,,,,,
Central Research Institute for Dryland Agriculture,6337,,,,,,,,,,,,,,1.0,1.0,,,,,,
Manav Rachna International University MRIU,6338,,,,,,,,,,,,,,1.0,1.0,,,,,,
Kemerovo State University,6339,,,,,,,,,,,,,,1.0,1.0,,,,,,
JIS College of Engineering,6340,,,,,,,,,,,,,,1.0,1.0,,,,,,
Ahmedabad University,6341,,,,,,,,,,,,,,1.0,1.0,,,,,,
Utah Department of Health,6342,,,,,,,,,,,,,,1.0,1.0,,,,,,
Universidad de San Andr?s,6343,,,,,,,,,,,,,,1.0,1.0,,,,,,
Birmingham and Solihull Mental Health NHS Foundation Trust,6344,,,,,,,,,,,,,,1.0,1.0,,,,,,
California Lutheran University,6345,,,,,,,,,,,,,,1.0,1.0,,,,,,
National Research Institute of Police Science,6346,,,,,,,,,,,,,,1.0,1.0,,,,,,
Indira Gandhi Institute of Development Research,6347,,,,,,,,,,,,,,1.0,1.0,,,,,,
Wrightington Hospital,6348,,,,,,,,,,,,,,1.0,1.0,,,,,,
IWT - Stiftung Institut fur Werkstofftechnik,6349,,,,,,,,,,,,,,1.0,1.0,,,,,,
Game & Wildlife Conservation Trust,6350,,,,,,,,,,,,,,1.0,1.0,,,,,,
Tetra Tech,6351,,,,,,,,,,,,,,1.0,1.0,,,,,,
Berhampur University India,6352,,,,,,,,,,,,,,1.0,1.0,,,,,,
Basilea Pharmaceutica AG,6353,,,,,,,,,,,,,,1.0,1.0,,,,,,
Princess Alexandra Hospital,6354,,1.0,https://api.elsevier.com/metrics/institution/701690,application/json,Princess Alexandra Hospital,Institution/701690,gbr,EUR,medical,701690.0,United Kingdom,,,1.0,1.0,,,,,,
The Royal School of Library and Information Science,6355,,,,,,,,,,,,,,1.0,1.0,,,,,,
Nippon Institute of Technology,6356,,,,,,,,,,,,,,1.0,1.0,,,,,,
National Research Institute of Astronomy and Geophysics,6357,,1.0,https://api.elsevier.com/metrics/institution/701021,application/json,National Research Institute of Astronomy and Geophysics,Institution/701021,egy,AFR,government,701021.0,Egypt,,,1.0,1.0,,,,,,
Nambour General Hospital,6358,,,,,,,,,,,,,,1.0,1.0,,,,,,
Colgate-Palmolive Company,6360,,,,,,,,,,,,,,1.0,1.0,,,,,,
Butterfly Conservation,6361,,,,,,,,,,,,,,1.0,1.0,,,,,,
Universite Saint-Esprit de Kaslik,6362,,,,,,,,,,,,,,1.0,1.0,,,,,,
Rajiv Gandhi University,6363,,,,,,,,,,,,,,1.0,1.0,,,,,,
U.S. Naval Medical Research Center Detachment Lima,6364,,1.0,https://api.elsevier.com/metrics/institution/701202,application/json,U.S. Naval Medical Research Center Detachment Lima,Institution/701202,per,SAM,academic,701202.0,Peru,,,1.0,1.0,,,,,,
Women's & Children's Health Research Institute,6365,,,,,,,,,,,,,,1.0,1.0,,,,,,
Comando Geral de Tecnologia Aeroespacial,6366,,,,,,,,,,,,,,1.0,1.0,,,,,,
Universidad Mayor de San Simon,6367,,,,,,,,,,,,,,1.0,1.0,,,,,,
Institute of Metals and Technology Ljubljana,6368,,,,,,,,,,,,,,1.0,1.0,,,,,,
Fachhochschule Sudwestfalen ? South Westphalia University of Applied Sciences,6369,,,,,,,,,,,,,,1.0,1.0,,,,,,
Hospital Universitario San Ignacio,6370,,,,,,,,,,,,,,1.0,1.0,,,,,,
Bhavnagar University,6371,,,,,,,,,,,,,,1.0,1.0,,,,,,
Gulf Medical University,6372,,,,,,,,,,,,,,1.0,1.0,,,,,,
James Paget University Hospitals NHS Foundation Trust,6373,,,,,,,,,,,,,,1.0,1.0,,,,,,
Central University of Jharkhand,6374,,,,,,,,,,,,,,1.0,1.0,,,,,,
"Air Products and Chemicals, Inc.",6375,,,,,,,,,,,,,,1.0,1.0,,,,,,
Lam Research Corporation,6376,,,,,,,,,,,,,,1.0,1.0,,,,,,
Theodore Bilharz Research Institute,6377,,,,,,,,,,,,,,1.0,1.0,,,,,,
Universidad ORT Uruguay,6378,,,,,,,,,,,,,,1.0,1.0,,,,,,
"Leibniz Institute for Interactive Materials (DWI), Aachen",6379,,,,,,,,,,,,,,1.0,1.0,,,,,,
Kinjo Gakuin University,6380,,,,,,,,,,,,,,1.0,1.0,,,,,,
